,"Average Weekly Hours of All Employees, Total Private",Value of Manufacturers' New Orders for Consumer Goods: Consumer Durable Goods Industries,"Vendor Performance, Percent Reporting Slower Deliveries for United States",Manufacturers' New Orders: Nondefense Capital Goods Excluding Aircraft,New Private Housing Units Authorized by Building Permits,University of Michigan: Consumer Sentiment,Average Weeks Unemployed,"Commercial and Industrial Loans, All Commercial Banks",Manufacturers: Inventories to Sales Ratio,Bank Prime Loan Rate,"All Employees, Total Nonfarm",Personal Income,Industrial Production Index,"Manufacturing and Trade Sales, Total for United States"
1996-07-01,,28126.0,,51047.0,1450.0,94.7,16.7,745.0297,1.42,8.25,119759.0,6694.0,77.5662,
1996-08-01,,27188.0,,50780.0,1413.0,95.3,17.3,747.8097,1.42,8.25,120051.0,6722.5,78.016,
1996-09-01,,28288.0,,49824.0,1392.0,94.7,16.8,758.5401,1.41,8.25,120796.0,6761.1,78.5532,
1996-10-01,,27651.0,,52556.0,1358.0,96.5,16.3,765.9695,1.43,8.25,121516.0,6783.0,78.5065,
1996-11-01,,27568.0,,52664.0,1412.0,99.2,15.9,772.0507,1.4,8.25,121976.0,6817.2,79.1996,
1996-12-01,,26790.0,,50765.0,1411.0,96.9,15.6,778.6296,1.4,8.25,121954.0,6852.1,79.7143,
1997-01-01,,28524.0,,51958.0,1382.0,97.4,16.0,782.3754,1.4,8.25,119412.0,6901.2,79.8273,
1997-02-01,,29287.0,,54285.0,1445.0,99.7,15.8,789.1724,1.37,8.25,120273.0,6938.1,80.793,
1997-03-01,,29168.0,,54195.0,1436.0,100.0,15.5,795.6489,1.37,8.3,121156.0,6978.7,81.334,
1997-04-01,,29915.0,,55044.0,1421.0,101.4,15.6,803.9259,1.36,8.5,122131.0,6991.4,81.3531,
1997-05-01,,29351.0,,53924.0,1414.0,103.2,15.4,809.3642,1.38,8.5,123212.0,7020.4,81.8293,
1997-06-01,,29727.0,,55972.0,1402.0,104.5,15.5,813.4025,1.36,8.5,123861.0,7054.9,82.2285,
1997-07-01,,32433.0,,58969.0,1440.0,107.1,16.4,816.5222,1.35,8.5,122877.0,7090.6,82.8557,
1997-08-01,,30207.0,,58232.0,1449.0,104.4,16.0,822.4889,1.36,8.5,122944.0,7138.2,83.7214,
1997-09-01,,30280.0,,60143.0,1494.0,106.0,15.9,829.9354,1.36,8.5,123949.0,7177.1,84.4651,
1997-10-01,,30990.0,,57582.0,1499.0,105.6,16.1,833.904,1.37,8.5,124852.0,7224.3,85.1918,
1997-11-01,,31608.0,,57967.0,1469.0,107.2,15.4,839.8929,1.34,8.5,125245.0,7276.1,85.9397,
1997-12-01,,31548.0,,58401.0,1456.0,102.1,15.9,845.1077,1.36,8.5,125383.0,7318.6,86.2047,
1998-01-01,,29645.0,,56811.0,1555.0,106.6,15.6,855.619,1.39,8.5,122832.0,7387.7,86.6474,
1998-02-01,,31478.0,,59362.0,1647.0,110.4,15.4,862.3198,1.36,8.5,123608.0,7434.5,86.7612,
1998-03-01,,31053.0,,57672.0,1605.0,106.5,14.5,866.1427,1.37,8.5,124330.0,7481.4,86.8198,
1998-04-01,,30604.0,,55909.0,1547.0,108.7,14.7,864.4014,1.39,8.5,125372.0,7518.6,87.1411,
1998-05-01,,32247.0,,58575.0,1554.0,106.5,14.7,876.0346,1.38,8.5,126456.0,7563.6,87.6952,
1998-06-01,,28440.0,,59020.0,1551.0,105.6,14.1,891.1377,1.41,8.5,127119.0,7601.0,87.145,
1998-07-01,,27961.0,,56670.0,1610.0,105.2,14.1,897.6642,1.43,8.5,126046.0,7633.9,86.8423,
1998-08-01,,31264.0,,57658.0,1654.0,104.4,13.7,903.9492,1.39,8.5,126288.0,7673.9,88.6247,
1998-09-01,,31577.0,,60257.0,1577.0,100.9,14.4,912.37,1.38,8.49,127098.0,7696.6,88.4515,
1998-10-01,,33093.0,,56319.0,1719.0,97.4,14.1,931.3388,1.38,8.12,127876.0,7728.5,89.1677,
1998-11-01,,32463.0,,58162.0,1672.0,102.7,14.5,942.2447,1.38,7.89,128279.0,7766.6,89.1098,
1998-12-01,,33341.0,,60818.0,1742.0,100.5,14.0,939.1835,1.37,7.75,128448.0,7793.5,89.4407,
1999-01-01,,34307.0,,57160.0,1732.0,103.9,13.4,937.8281,1.35,7.75,125697.0,7825.6,89.8594,
1999-02-01,,36055.0,,58576.0,1720.0,108.1,13.8,935.9157,1.34,7.75,126685.0,7855.3,90.3386,
1999-03-01,,35175.0,,59657.0,1665.0,105.7,13.4,944.4636,1.37,7.75,127398.0,7871.7,90.4819,
1999-04-01,,34293.0,,58929.0,1600.0,104.6,13.3,947.2554,1.36,7.75,128543.0,7894.6,90.7274,
1999-05-01,,34526.0,,59814.0,1640.0,106.8,13.4,942.4213,1.34,7.75,129411.0,7918.0,91.352,
1999-06-01,,33971.0,,59045.0,1702.0,107.3,14.3,949.7795,1.35,7.75,130138.0,7948.6,91.1994,
1999-07-01,,33673.0,,62074.0,1682.0,106.0,13.6,958.5182,1.35,8.0,129269.0,7984.2,91.7766,
1999-08-01,,34345.0,,61732.0,1671.0,104.5,13.1,969.0891,1.33,8.06,129324.0,8036.9,92.1629,
1999-09-01,,34359.0,,63231.0,1551.0,107.2,13.1,975.1578,1.34,8.25,130102.0,8065.3,91.774,
1999-10-01,,35512.0,,61451.0,1649.0,103.2,13.3,978.2401,1.33,8.25,131037.0,8132.2,92.9979,
1999-11-01,,33332.0,,61849.0,1672.0,107.2,12.9,1000.2929,1.34,8.37,131497.0,8200.2,93.4371,
1999-12-01,,33505.0,,65451.0,1683.0,105.4,12.9,1001.049,1.34,8.5,131634.0,8289.7,94.1593,
2000-01-01,,35369.0,,63975.0,1727.0,112.0,13.1,1003.6327,1.31,8.5,128992.0,8396.8,94.1758,
2000-02-01,,33802.0,,58497.0,1692.0,111.3,12.6,1016.5879,1.37,8.73,129655.0,8458.0,94.4557,
2000-03-01,,33582.0,,63642.0,1651.0,107.1,12.7,1026.3008,1.34,8.83,130751.0,8516.9,94.798,
2000-04-01,,34112.0,,64414.0,1597.0,109.2,12.4,1035.2,1.32,9.0,131749.0,8551.4,95.4808,
2000-05-01,,33061.0,,63753.0,1543.0,110.7,12.6,1052.0774,1.35,9.24,132705.0,8586.8,95.6435,
2000-06-01,,32376.0,,68292.0,1572.0,106.4,12.3,1062.814,1.34,9.5,133217.0,8637.0,95.7353,
2000-07-01,,31981.0,,63581.0,1542.0,108.3,13.4,1068.5859,1.35,9.5,131998.0,8701.1,95.5906,
2000-08-01,,29773.0,,64759.0,1552.0,107.3,12.9,1071.6751,1.38,9.5,132009.0,8742.0,95.3112,
2000-09-01,,33656.0,,66733.0,1570.0,106.8,12.2,1072.9321,1.34,9.5,132677.0,8779.7,95.679,
2000-10-01,,32437.0,,63580.0,1577.0,105.8,12.7,1077.9229,1.38,9.5,133236.0,8803.4,95.397,
2000-11-01,,31028.0,,62569.0,1614.0,107.6,12.4,1080.4672,1.39,9.5,133600.0,8814.1,95.4229,
2000-12-01,,30631.0,,62554.0,1543.0,98.4,12.5,1085.2815,1.37,9.5,133542.0,8843.8,95.1573,
2001-01-01,,28327.0,,60808.0,1699.0,94.7,12.7,1094.094,1.41,9.05,130668.0,8947.6,94.5448,
2001-02-01,,30131.0,,60697.0,1656.0,90.6,12.8,1094.2947,1.38,8.5,131334.0,8985.7,93.9398,
2001-03-01,,30159.0,,58146.0,1659.0,91.5,12.8,1092.0526,1.39,8.32,131929.0,9018.6,93.7201,
2001-04-01,,29354.0,,54841.0,1666.0,88.4,12.4,1089.1756,1.42,7.8,132335.0,9013.4,93.4469,
2001-05-01,,30935.0,,56599.0,1665.0,92.0,12.1,1084.1821,1.38,7.24,133042.0,9011.7,92.876,
2001-06-01,,30441.0,,55428.0,1626.0,92.6,12.7,1072.0719,1.39,6.98,133420.0,9015.6,92.3208,
2001-07-01,,30927.0,,53436.0,1598.0,92.4,12.9,1063.9768,1.39,6.75,131932.0,9011.7,91.7933,
2001-08-01,,31176.0,,54169.0,1615.0,91.5,13.3,1055.8506,1.36,6.67,131861.0,9003.1,91.6795,
2001-09-01,,29162.0,,50735.0,1565.0,81.8,13.2,1059.2482,1.38,6.28,132127.0,8987.6,91.3289,
2001-10-01,,29859.0,,49736.0,1566.0,82.7,13.3,1044.5531,1.37,5.53,132329.0,9017.2,90.9315,
2001-11-01,,31309.0,,51335.0,1651.0,83.9,14.3,1034.0188,1.36,5.1,132141.0,9023.9,90.486,
2001-12-01,,32059.0,,51290.0,1680.0,88.8,14.5,1021.7983,1.33,4.84,131759.0,9031.0,90.5073,
2002-01-01,,32011.0,,47416.0,1665.0,93.0,14.7,1012.1268,1.33,4.75,128875.0,9046.9,91.0794,
2002-02-01,,31261.0,,50422.0,1787.0,90.7,15.0,1016.827,1.31,4.75,129347.0,9056.6,91.0553,
2002-03-01,,29902.0,,47371.0,1691.0,95.7,15.4,1011.8697,1.3,4.75,129954.0,9069.9,91.798,
2002-04-01,,33850.0,,49964.0,1669.0,93.0,16.3,1000.2754,1.28,4.75,130543.0,9122.2,92.1771,
2002-05-01,,33383.0,,50680.0,1716.0,96.9,16.8,990.9856,1.27,4.75,131314.0,9148.5,92.5668,
2002-06-01,,32769.0,,48847.0,1758.0,92.4,16.9,984.1179,1.27,4.75,131696.0,9175.8,93.4476,
2002-07-01,,34340.0,,49531.0,1738.0,88.1,16.9,976.6672,1.28,4.75,130254.0,9161.9,93.2237,
2002-08-01,,34391.0,,51112.0,1695.0,87.6,16.5,972.462,1.27,4.75,130340.0,9172.4,93.2359,
2002-09-01,,33326.0,,48089.0,1803.0,86.1,17.6,966.2924,1.27,4.75,130860.0,9189.0,93.3654,
2002-10-01,,34529.0,,49106.0,1799.0,80.6,17.8,962.8162,1.28,4.75,131530.0,9222.7,93.0834,
2002-11-01,,33757.0,,49620.0,1771.0,84.2,17.6,960.5241,1.27,4.35,131651.0,9253.9,93.5693,
2002-12-01,,32788.0,,48744.0,1896.0,86.7,18.5,957.8306,1.3,4.25,131243.0,9287.8,93.1103,
2003-01-01,,34936.0,,48896.0,1808.0,82.4,18.5,950.3755,1.28,4.25,128561.0,9295.1,93.8198,
2003-02-01,,34336.0,,49128.0,1854.0,79.9,18.5,941.6423,1.27,4.25,128978.0,9305.6,93.9532,
2003-03-01,,34082.0,,51757.0,1757.0,77.6,18.1,937.54,1.26,4.25,129474.0,9344.6,93.7358,
2003-04-01,,33536.0,,49199.0,1803.0,86.0,19.4,935.1038,1.3,4.25,130132.0,9364.6,93.0657,
2003-05-01,,34324.0,,50849.0,1835.0,92.1,19.0,924.0931,1.28,4.25,130892.0,9423.2,93.0918,
2003-06-01,,34353.0,,49941.0,1875.0,89.7,19.9,917.4002,1.26,4.22,131222.0,9465.6,93.2476,
2003-07-01,,36246.0,,49408.0,1885.0,90.9,19.7,921.4766,1.23,4.0,129883.0,9501.3,93.6582,
2003-08-01,,33995.0,,50447.0,1966.0,89.3,19.2,909.6886,1.24,4.0,129936.0,9544.5,93.5246,
2003-09-01,,36628.0,,51971.0,1961.0,87.7,19.5,899.8921,1.21,4.0,130591.0,9580.9,94.0751,
2003-10-01,,36308.0,,51088.0,2012.0,89.6,19.3,886.9382,1.21,4.0,131384.0,9617.8,94.2079,
2003-11-01,,35731.0,,52318.0,1918.0,93.7,19.9,881.7904,1.2,4.0,131548.0,9688.0,94.9338,
2003-12-01,,35080.0,,53325.0,1987.0,92.6,19.8,883.6138,1.2,4.0,131368.0,9719.3,94.8662,
2004-01-01,,34731.0,,50190.0,1952.0,103.8,19.9,876.4184,1.2,4.0,128709.0,9737.2,95.1085,
2004-02-01,,35562.0,,51210.0,1966.0,94.4,20.1,874.578,1.2,4.0,129320.0,9772.3,95.6847,
2004-03-01,,37237.0,,54995.0,2066.0,95.8,19.8,869.3982,1.17,4.0,130361.0,9824.2,95.2088,
2004-04-01,,34958.0,,52065.0,2070.0,94.2,19.6,864.5074,1.18,4.0,131477.0,9880.9,95.6385,
2004-05-01,,34080.0,,52405.0,2150.0,90.2,19.8,862.8686,1.18,4.0,132380.0,9969.6,96.3966,
2004-06-01,,34394.0,,53213.0,2020.0,95.6,20.5,869.1784,1.19,4.01,132825.0,10010.3,95.6019,
2004-07-01,,31368.0,,53699.0,2112.0,96.7,18.8,878.0782,1.2,4.25,131664.0,10054.1,96.3385,
2004-08-01,,34516.0,,51950.0,2056.0,95.9,18.8,883.0326,1.19,4.43,131685.0,10098.6,96.4095,
2004-09-01,,34385.0,,56227.0,2041.0,94.2,19.4,886.8249,1.19,4.58,132400.0,10131.5,96.4907,
2004-10-01,,33977.0,,53948.0,2097.0,91.7,19.5,889.2947,1.17,4.75,133380.0,10184.1,97.4094,
2004-11-01,,35563.0,,55318.0,2079.0,92.8,19.7,897.6319,1.18,4.93,133631.0,10202.0,97.6137,
2004-12-01,,35638.0,,56631.0,2082.0,97.1,19.4,906.4231,1.17,5.15,133400.0,10556.1,98.3318,
2005-01-01,,34201.0,,57884.0,2139.0,95.5,19.5,921.4741,1.16,5.25,130696.0,10292.1,98.7845,
2005-02-01,,34873.0,,57580.0,2114.0,94.1,19.1,931.8712,1.18,5.49,131519.0,10329.4,99.4639,
2005-03-01,,33079.0,,56576.0,2062.0,92.6,19.5,945.8578,1.19,5.58,132358.0,10393.9,99.3061,
2005-04-01,,35209.0,,58138.0,2150.0,87.7,19.6,958.5723,1.17,5.75,133572.0,10457.5,99.4734,
2005-05-01,,34876.0,,57105.0,2085.0,86.9,18.6,968.6685,1.18,5.98,134385.0,10511.5,99.6033,
2005-06-01,,34543.0,,58903.0,2178.0,96.0,17.9,975.0906,1.17,6.01,135054.0,10546.6,99.9853,
2005-07-01,,34342.0,,57606.0,2203.0,96.5,17.6,989.5712,1.19,6.25,133993.0,10599.9,99.6692,
2005-08-01,,35889.0,,60352.0,2219.0,89.1,18.4,995.8821,1.16,6.44,134244.0,10658.1,99.9435,
2005-09-01,,37404.0,,58344.0,2263.0,76.9,17.9,1000.9519,1.15,6.59,134871.0,10727.0,98.0779,
2005-10-01,,36277.0,,59751.0,2170.0,74.2,17.9,1014.4711,1.15,6.75,135599.0,10822.7,99.3149,
2005-11-01,,34992.0,,60459.0,2218.0,81.6,17.5,1022.6131,1.15,7.0,136157.0,10890.4,100.3216,
2005-12-01,,35774.0,,61271.0,2120.0,91.5,17.5,1036.1708,1.14,7.15,135956.0,10949.7,100.9437,
2006-01-01,,36115.0,,62469.0,2212.0,91.2,16.9,1048.8537,1.15,7.26,133303.0,11136.9,101.0627,
2006-02-01,,35831.0,,62592.0,2141.0,86.7,17.8,1058.5098,1.16,7.5,134228.0,11192.0,101.0669,
2006-03-01,34.2,36191.0,,65096.0,2118.0,88.9,17.1,1068.7226,1.16,7.53,135209.0,11239.7,101.2751,
2006-04-01,34.3,34888.0,,63272.0,1998.0,87.4,16.7,1084.9874,1.19,7.75,136123.0,11291.8,101.6813,
2006-05-01,34.3,36780.0,,64145.0,1905.0,79.1,17.1,1103.2076,1.17,7.93,136928.0,11313.6,101.579,
2006-06-01,34.4,36700.0,,63601.0,1867.0,84.9,16.6,1118.8054,1.19,8.02,137432.0,11366.6,101.9693,
2006-07-01,34.4,32293.0,,63922.0,1763.0,84.7,17.1,1130.5394,1.22,8.25,136255.0,11393.4,101.9319,
2006-08-01,34.3,33904.0,,64379.0,1722.0,82.0,17.1,1152.2971,1.21,8.25,136462.0,11424.0,102.3327,
2006-09-01,34.4,33161.0,,66981.0,1655.0,85.4,17.1,1151.2124,1.25,8.25,137131.0,11470.7,102.1252,
2006-10-01,34.3,33778.0,,66492.0,1570.0,93.6,16.3,1161.3249,1.26,8.25,137831.0,11510.1,102.0668,
2006-11-01,34.4,33700.0,,66484.0,1535.0,92.1,16.2,1169.981,1.25,8.25,138217.0,11570.4,101.9688,
2006-12-01,34.4,36221.0,,65935.0,1638.0,91.7,16.1,1182.5976,1.22,8.25,138106.0,11671.2,103.0292,
2007-01-01,34.3,33741.0,,64015.0,1626.0,96.9,16.3,1192.5042,1.25,8.25,135317.0,11744.7,102.4933,
2007-02-01,34.3,34131.0,,63882.0,1598.0,91.3,16.7,1205.107,1.23,8.25,136008.0,11838.3,103.5264,
2007-03-01,34.4,35076.0,,66935.0,1596.0,88.4,17.8,1215.8211,1.22,8.25,136906.0,11927.2,103.7521,
2007-04-01,34.3,35810.0,,66049.0,1470.0,87.1,16.9,1226.4713,1.22,8.25,137712.0,11955.5,104.4814,
2007-05-01,34.4,36145.0,,64811.0,1493.0,88.3,16.6,1244.4636,1.21,8.25,138655.0,11982.7,104.5322,
2007-06-01,34.5,35913.0,,64999.0,1407.0,85.3,16.5,1263.8716,1.22,8.25,139157.0,11992.7,104.5617,
2007-07-01,34.4,36513.0,,65147.0,1361.0,90.4,17.2,1281.6461,1.22,8.25,137760.0,12017.6,104.5227,
2007-08-01,34.4,35913.0,,66192.0,1321.0,83.4,17.0,1307.6494,1.22,8.25,137872.0,12028.5,104.7556,
2007-09-01,34.4,34447.0,,65178.0,1261.0,83.4,16.3,1350.0489,1.23,8.03,138437.0,12098.9,105.1611,
2007-10-01,34.3,35181.0,,65144.0,1192.0,80.9,17.0,1374.7984,1.22,7.74,139180.0,12109.7,104.7171,
2007-11-01,34.4,34931.0,,65239.0,1224.0,76.1,17.3,1393.7223,1.2,7.5,139492.0,12161.6,105.3338,
2007-12-01,34.4,34044.0,,68163.0,1149.0,75.5,16.6,1417.714,1.22,7.33,139279.0,12235.9,105.3457,
2008-01-01,34.4,33781.0,,68229.0,1094.0,78.4,17.5,1441.0683,1.22,6.98,136250.0,12278.6,105.0619,
2008-02-01,34.4,33725.0,,66452.0,1014.0,70.8,16.9,1449.1852,1.22,6.0,136769.0,12311.0,104.7094,
2008-03-01,34.5,30618.0,,66337.0,967.0,69.5,16.5,1470.7794,1.24,5.66,137361.0,12355.4,104.4616,
2008-04-01,34.3,31541.0,,69555.0,1008.0,62.6,16.9,1490.0786,1.2,5.24,137896.0,12342.8,103.6704,
2008-05-01,34.4,30704.0,,68572.0,995.0,59.8,16.6,1491.1729,1.2,5.0,138470.0,12910.1,103.0863,
2008-06-01,34.4,30747.0,,67759.0,1180.0,56.4,17.1,1498.2093,1.2,5.0,138665.0,12675.0,102.8445,
2008-07-01,34.3,29320.0,,67754.0,921.0,61.2,17.0,1512.0212,1.2,5.0,137185.0,12518.8,102.3002,
2008-08-01,34.3,28630.0,,66479.0,858.0,63.0,17.7,1513.7113,1.24,5.0,137077.0,12428.1,100.7353,
2008-09-01,34.2,29037.0,,63556.0,797.0,70.3,18.6,1530.9441,1.27,5.0,137130.0,12454.6,96.3666,
2008-10-01,34.2,26935.0,,59439.0,736.0,57.6,19.9,1586.5386,1.31,4.56,137425.0,12438.7,97.2832,
2008-11-01,34.1,26135.0,,60513.0,626.0,55.3,18.9,1575.5589,1.39,4.0,136743.0,12372.0,96.0605,
2008-12-01,33.9,24497.0,,55732.0,554.0,60.1,19.9,1558.8197,1.42,3.61,135715.0,12221.4,93.2521,
2009-01-01,34.0,22504.0,,49523.0,545.0,61.2,19.8,1544.8884,1.46,3.25,132024.0,12085.5,91.0373,
2009-02-01,34.0,21736.0,,50247.0,558.0,56.3,20.2,1532.7583,1.43,3.25,131791.0,11963.4,90.4502,
2009-03-01,33.8,21850.0,,48959.0,513.0,57.3,20.9,1511.3268,1.46,3.25,131658.0,11920.0,89.016,
2009-04-01,33.8,21686.0,,47043.0,521.0,65.1,21.7,1491.5976,1.46,3.25,131842.0,11994.1,88.3056,
2009-05-01,33.8,20841.0,,48777.0,556.0,68.7,22.4,1469.3793,1.45,3.25,132115.0,12187.1,87.4155,
2009-06-01,33.7,19562.0,,50508.0,601.0,70.8,23.9,1436.2865,1.4,3.25,131934.0,12068.4,87.0742,
2009-07-01,33.8,21525.0,,51053.0,595.0,66.0,25.1,1395.3137,1.39,3.25,130336.0,12021.2,88.0323,
2009-08-01,33.8,22490.0,,50126.0,616.0,65.7,25.3,1363.5273,1.36,3.25,130215.0,12027.4,89.019,
2009-09-01,33.9,22778.0,,52991.0,609.0,73.5,26.6,1337.6999,1.33,3.25,130573.0,12066.4,89.6926,
2009-10-01,33.8,23406.0,,52061.0,583.0,70.6,27.5,1307.8445,1.32,3.25,131172.0,12061.6,89.9797,
2009-11-01,33.9,24534.0,,52778.0,623.0,67.4,28.9,1290.1174,1.31,3.25,131220.0,12123.7,90.3375,
2009-12-01,33.9,25155.0,,54427.0,664.0,72.5,29.7,1265.2664,1.29,3.25,130673.0,12190.6,90.6132,
2010-01-01,34.1,26250.0,,52365.0,636.0,74.4,30.3,1238.7269,1.28,3.25,127804.0,12264.2,91.6642,
2010-02-01,33.8,23734.0,,53386.0,650.0,73.6,29.8,1223.6145,1.3,3.25,128239.0,12254.8,91.994,
2010-03-01,34.0,24603.0,,56130.0,687.0,73.6,31.6,1210.116,1.28,3.25,129073.0,12308.6,92.5993,
2010-04-01,34.1,25512.0,,52604.0,637.0,72.2,33.3,1207.4763,1.27,3.25,130196.0,12414.3,92.9436,
2010-05-01,34.1,26152.0,,57162.0,575.0,73.6,34.0,1196.7198,1.28,3.25,131314.0,12520.9,94.2997,
2010-06-01,34.1,26565.0,,59728.0,587.0,76.0,34.5,1190.1019,1.29,3.25,131432.0,12542.8,94.4397,
2010-07-01,34.1,28120.0,,56453.0,579.0,67.8,33.9,1188.9424,1.28,3.25,130094.0,12590.6,94.8536,
2010-08-01,34.2,28207.0,,58633.0,580.0,68.9,33.7,1187.8411,1.28,3.25,130158.0,12653.7,95.1448,
2010-09-01,34.3,28711.0,,59839.0,563.0,68.2,33.4,1185.9536,1.28,3.25,130652.0,12663.7,95.3637,
2010-10-01,34.3,28496.0,,57751.0,558.0,67.7,34.0,1184.9042,1.28,3.25,131624.0,12725.5,95.1109,
2010-11-01,34.2,28009.0,,60426.0,560.0,71.6,33.9,1187.0883,1.29,3.25,131930.0,12780.0,95.1383,
2010-12-01,34.3,28920.0,,61858.0,632.0,74.5,34.7,1192.4544,1.28,3.25,131624.0,12900.2,96.0599,
2011-01-01,34.2,28746.0,,60696.0,576.0,74.2,37.2,1196.0395,1.27,3.25,128761.0,13104.4,95.9364,
2011-02-01,34.3,28858.0,,59049.0,542.0,77.5,37.4,1199.7777,1.28,3.25,129575.0,13176.1,95.5154,
2011-03-01,34.3,30530.0,,62057.0,583.0,67.5,39.1,1206.9258,1.25,3.25,130481.0,13194.2,96.4643,
2011-04-01,34.4,27926.0,,61957.0,581.0,69.8,38.7,1214.8129,1.28,3.25,131698.0,13226.3,96.1187,
2011-05-01,34.3,27726.0,,63863.0,618.0,74.3,39.6,1228.9047,1.3,3.25,132382.0,13255.6,96.3377,
2011-06-01,34.3,28220.0,,63492.0,636.0,71.5,39.9,1233.6051,1.29,3.25,132871.0,13319.9,96.6154,
2011-07-01,34.4,29979.0,,64870.0,621.0,63.7,40.7,1244.2791,1.29,3.25,131597.0,13391.0,97.1292,
2011-08-01,34.3,27890.0,,64663.0,647.0,55.8,40.5,1263.3391,1.29,3.25,131872.0,13409.0,97.6731,
2011-09-01,34.4,27607.0,,65559.0,610.0,59.5,40.4,1269.7254,1.29,3.25,132618.0,13406.1,97.6494,
2011-10-01,34.4,29634.0,,67585.0,671.0,60.8,38.7,1280.087,1.3,3.25,133541.0,13423.3,98.3222,
2011-11-01,34.4,28908.0,,65081.0,706.0,63.7,40.2,1292.885,1.3,3.25,133876.0,13442.9,98.2433,
2011-12-01,34.4,29150.0,,68520.0,697.0,69.9,40.4,1303.8461,1.29,3.25,133701.0,13572.4,98.7876,
2012-01-01,34.5,29958.0,,67740.0,712.0,75.0,40.2,1321.3351,1.29,3.25,131095.0,13682.5,99.3925,
2012-02-01,34.5,29799.0,,69729.0,738.0,75.3,39.7,1344.4506,1.28,3.25,132049.0,13799.6,99.6203,
2012-03-01,34.4,30200.0,,69443.0,806.0,76.2,39.3,1351.0649,1.29,3.25,132953.0,13874.9,99.1551,
2012-04-01,34.5,32073.0,,67904.0,732.0,76.4,39.2,1368.4692,1.29,3.25,133836.0,13945.8,99.9006,
2012-05-01,34.4,32169.0,,69087.0,796.0,79.3,39.6,1378.9099,1.29,3.25,134650.0,13941.5,100.0924,
2012-06-01,34.4,32151.0,,66981.0,794.0,73.2,40.3,1397.9694,1.31,3.25,134987.0,13953.2,100.0728,
2012-07-01,34.4,31686.0,,65108.0,849.0,72.3,39.3,1413.7062,1.32,3.25,133778.0,13872.7,100.3354,
2012-08-01,34.4,30943.0,,63671.0,840.0,74.3,39.6,1425.8603,1.31,3.25,134157.0,13877.0,99.856,
2012-09-01,34.4,31224.0,,63851.0,930.0,78.3,39.8,1434.3848,1.3,3.25,134785.0,13996.6,99.9049,
2012-10-01,34.4,30263.0,,65817.0,887.0,82.6,39.6,1449.236,1.31,3.25,135632.0,14141.4,100.1167,
2012-11-01,34.4,31280.0,,66737.0,917.0,82.7,39.0,1457.2492,1.3,3.25,136021.0,14335.4,100.5991,
2012-12-01,34.5,31262.0,,66397.0,941.0,72.9,37.6,1474.4952,1.3,3.25,135946.0,14701.1,100.9542,
2013-01-01,34.4,32161.0,,69666.0,940.0,73.8,35.6,1484.9719,1.3,3.25,133064.0,14003.4,100.8204,
2013-02-01,34.5,33235.0,,66186.0,980.0,77.6,36.4,1491.4968,1.28,3.25,134102.0,13994.1,101.3995,
2013-03-01,34.5,32387.0,,65911.0,936.0,78.6,37.0,1499.9293,1.31,3.25,134901.0,14006.2,101.8114,
2013-04-01,34.4,33468.0,,67245.0,1012.0,76.4,36.5,1507.2717,1.31,3.25,135906.0,14061.1,101.6364,
2013-05-01,34.5,33021.0,,69054.0,1003.0,84.5,36.8,1510.3513,1.29,3.25,136799.0,14150.7,101.7476,
2013-06-01,34.5,33376.0,,68803.0,942.0,84.1,36.4,1521.8073,1.3,3.25,137208.0,14193.1,101.9549,
2013-07-01,34.4,32545.0,,65978.0,997.0,85.1,37.3,1531.8474,1.3,3.25,136034.0,14181.0,101.5204,
2013-08-01,34.5,33925.0,,65882.0,964.0,82.1,37.6,1533.3723,1.29,3.25,136471.0,14227.8,102.1907,
2013-09-01,34.4,33786.0,,66200.0,1004.0,77.5,37.4,1539.9217,1.3,3.25,137079.0,14287.2,102.717,
2013-10-01,34.4,34808.0,,64322.0,1044.0,73.2,35.1,1549.1465,1.29,3.25,138001.0,14279.6,102.5371,
2013-11-01,34.5,36729.0,,68263.0,1029.0,75.1,36.6,1558.494,1.27,3.25,138526.0,14354.2,102.8379,
2013-12-01,34.4,33758.0,,66857.0,1007.0,82.5,36.5,1574.3372,1.29,3.25,138275.0,14434.6,103.1504,
2014-01-01,34.4,33082.0,,67962.0,983.0,81.2,35.1,1586.6217,1.3,3.25,135471.0,14537.3,102.7216,
2014-02-01,34.3,35331.0,,67110.0,1045.0,81.6,36.5,1619.8687,1.29,3.25,136211.0,14638.0,103.5917,
2014-03-01,34.5,35546.0,,68192.0,1062.0,80.0,35.3,1634.23,1.3,3.25,137169.0,14742.5,104.5889,
2014-04-01,34.5,34905.0,,66236.0,1085.0,84.1,34.9,1651.0168,1.3,3.25,138307.0,14813.5,104.6371,
2014-05-01,34.5,36930.0,,65504.0,1016.0,81.9,34.4,1663.7002,1.31,3.25,139219.0,14886.8,105.0152,
2014-06-01,34.5,35780.0,,69424.0,1003.0,82.5,33.9,1676.9407,1.3,3.25,139806.0,14972.0,105.4081,
2014-07-01,34.5,38570.0,,67521.0,1073.0,81.8,32.7,1694.979,1.3,3.25,138727.0,15049.2,105.6157,
2014-08-01,34.6,36571.0,,68353.0,1047.0,82.5,32.0,1712.2083,1.3,3.25,139107.0,15126.8,105.4986,
2014-09-01,34.5,36913.0,,69215.0,1076.0,84.6,31.9,1725.4866,1.31,3.25,139793.0,15183.9,105.8138,
